Date,Machine_ID,Line,Shift,Downtime_Reason,Downtime_Minutes,Production_Rate_Units_Per_Hour,Profit_Per_Unit_USD
2025-12-22,CNC-101,Line A,Morning,Tool Change / Wear,29,41,7.36
2025-06-09,CNC-202,Line B,Morning,Quality Hold / Inspection,32,51,6.79
2025-09-05,CNC-301,Line C,Afternoon,Quality Hold / Inspection,28,27,5.39
2025-07-02,CNC-301,Line C,Afternoon,Operator Break / Shift Change,13,29,6.49
2025-07-23,CNC-101,Line A,Afternoon,Quality Hold / Inspection,24,43,4.98
2025-11-25,CNC-201,Line B,Morning,Operator Break / Shift Change,17,58,7.71
2025-10-20,CNC-201,Line B,Night,Tool Change / Wear,16,55,8.17
2025-08-14,CNC-301,Line C,Morning,Quality Hold / Inspection,46,29,6.82
2025-07-30,CNC-101,Line A,Afternoon,Quality Hold / Inspection,29,44,8.01
2025-06-18,CNC-201,Line B,Afternoon,Preventive Maintenance,63,55,8.76
2025-09-11,CNC-201,Line B,Night,Quality Hold / Inspection,19,58,6.64
2025-08-21,CNC-101,Line A,Morning,Quality Hold / Inspection,20,42,8.51
2025-01-20,CNC-202,Line B,Afternoon,Preventive Maintenance,86,49,6.82
2025-10-15,CNC-102,Line A,Morning,Material Shortage,110,40,5.54
2025-06-25,CNC-301,Line C,Afternoon,Preventive Maintenance,62,32,4.96
2025-09-23,CNC-202,Line B,Afternoon,Quality Hold / Inspection,43,48,6.04
2025-12-19,CNC-102,Line A,Night,Tool Change / Wear,29,36,8.35
2025-05-27,CNC-202,Line B,Night,Quality Hold / Inspection,46,49,9.06
2025-02-08,CNC-202,Line B,Night,Changeover / Setup,20,49,8.13
2025-03-04,CNC-202,Line B,Night,Changeover / Setup,36,52,8.76
2025-02-08,CNC-301,Line C,Night,Operator Break / Shift Change,17,33,5.24
2025-05-05,CNC-101,Line A,Night,Operator Break / Shift Change,19,44,6.64
2025-12-15,CNC-102,Line A,Morning,Operator Break / Shift Change,17,36,5.37
2025-03-15,CNC-101,Line A,Night,Material Shortage,34,40,4.84
2025-11-10,CNC-101,Line A,Night,Tool Change / Wear,18,40,6.47
2025-07-30,CNC-101,Line A,Morning,Material Shortage,117,42,8.98
2025-06-01,CNC-301,Line C,Morning,Changeover / Setup,36,33,5.04
2025-04-15,CNC-201,Line B,Afternoon,Material Shortage,31,52,7.15
2025-07-16,CNC-202,Line B,Night,Tool Change / Wear,38,47,8.96
2025-04-23,CNC-102,Line A,Afternoon,Unplanned Breakdown,182,37,5.39
2025-08-15,CNC-201,Line B,Afternoon,Unplanned Breakdown,109,58,5.75
2025-04-08,CNC-301,Line C,Morning,Preventive Maintenance,46,28,5.53
2025-10-15,CNC-301,Line C,Afternoon,Changeover / Setup,41,31,8.53
2025-04-11,CNC-102,Line A,Morning,Unplanned Breakdown,117,37,8.79
2025-01-18,CNC-301,Line C,Afternoon,Changeover / Setup,31,31,9.31
2025-07-19,CNC-102,Line A,Afternoon,Preventive Maintenance,81,36,6.38
2025-05-12,CNC-201,Line B,Night,Unplanned Breakdown,130,57,4.92
2025-08-25,CNC-102,Line A,Night,Preventive Maintenance,70,39,9.09
2025-09-05,CNC-101,Line A,Morning,Unplanned Breakdown,212,40,5.65
2025-08-30,CNC-101,Line A,Morning,Changeover / Setup,48,42,4.61
2025-09-17,CNC-301,Line C,Morning,Quality Hold / Inspection,48,27,4.52
2025-07-05,CNC-101,Line A,Night,Preventive Maintenance,69,40,7.05
2025-06-11,CNC-202,Line B,Night,Quality Hold / Inspection,35,49,8.14
2025-03-26,CNC-102,Line A,Night,Operator Break / Shift Change,10,39,6.87
2025-11-04,CNC-101,Line A,Morning,Preventive Maintenance,82,41,8.62
2025-09-15,CNC-102,Line A,Morning,Material Shortage,34,40,5.18
2025-09-06,CNC-102,Line A,Night,Operator Break / Shift Change,15,38,7.56
2025-09-29,CNC-201,Line B,Afternoon,Operator Break / Shift Change,14,57,8.43
2025-10-31,CNC-201,Line B,Night,Material Shortage,86,54,5.32
2025-07-11,CNC-202,Line B,Morning,Quality Hold / Inspection,16,50,5.28
2025-09-10,CNC-101,Line A,Morning,Material Shortage,40,43,7.5
2025-12-31,CNC-201,Line B,Morning,Tool Change / Wear,42,57,7.0
2025-01-31,CNC-201,Line B,Afternoon,Preventive Maintenance,66,54,8.01
2025-08-24,CNC-101,Line A,Afternoon,Changeover / Setup,43,42,6.74
2025-12-16,CNC-202,Line B,Afternoon,Tool Change / Wear,32,48,6.93
2025-12-05,CNC-102,Line A,Morning,Material Shortage,41,35,8.76
2025-12-17,CNC-101,Line A,Morning,Tool Change / Wear,44,42,8.49
2025-09-09,CNC-301,Line C,Afternoon,Material Shortage,60,28,7.44
2025-10-31,CNC-202,Line B,Night,Material Shortage,83,48,8.68
2025-05-20,CNC-101,Line A,Afternoon,Material Shortage,38,42,8.83
2025-01-25,CNC-102,Line A,Afternoon,Tool Change / Wear,23,38,6.14
2025-11-16,CNC-201,Line B,Night,Tool Change / Wear,29,57,8.82
2025-06-14,CNC-201,Line B,Night,Tool Change / Wear,42,58,9.34
2025-03-10,CNC-301,Line C,Afternoon,Quality Hold / Inspection,47,31,4.6
2025-05-27,CNC-201,Line B,Night,Preventive Maintenance,60,57,9.47
2025-09-22,CNC-201,Line B,Morning,Preventive Maintenance,74,55,7.45
2025-10-21,CNC-102,Line A,Morning,Tool Change / Wear,37,40,6.53
2025-01-22,CNC-102,Line A,Afternoon,Preventive Maintenance,80,39,6.09
2025-04-29,CNC-202,Line B,Morning,Material Shortage,33,52,7.57
2025-08-01,CNC-102,Line A,Afternoon,Tool Change / Wear,42,38,6.36
2025-12-23,CNC-201,Line B,Afternoon,Material Shortage,39,54,7.88
2025-07-05,CNC-201,Line B,Night,Material Shortage,79,55,9.28
2025-07-06,CNC-301,Line C,Night,Preventive Maintenance,87,29,6.95
2025-11-23,CNC-101,Line A,Morning,Material Shortage,98,41,8.0
2025-12-02,CNC-102,Line A,Afternoon,Unplanned Breakdown,73,36,5.42
2025-04-01,CNC-202,Line B,Morning,Unplanned Breakdown,189,50,5.86
2025-03-02,CNC-202,Line B,Morning,Tool Change / Wear,16,49,8.66
2025-03-08,CNC-201,Line B,Afternoon,Material Shortage,40,54,5.62
2025-02-23,CNC-201,Line B,Night,Preventive Maintenance,84,56,7.87
2025-11-09,CNC-301,Line C,Night,Operator Break / Shift Change,15,28,4.56
2025-08-04,CNC-101,Line A,Morning,Unplanned Breakdown,85,44,5.85
2025-09-18,CNC-202,Line B,Afternoon,Unplanned Breakdown,142,48,5.46
2025-03-23,CNC-102,Line A,Afternoon,Material Shortage,61,41,9.01
2025-07-04,CNC-202,Line B,Morning,Unplanned Breakdown,75,52,8.42
2025-07-03,CNC-201,Line B,Afternoon,Unplanned Breakdown,188,56,7.97
2025-04-25,CNC-201,Line B,Night,Unplanned Breakdown,225,56,4.72
2025-08-16,CNC-201,Line B,Afternoon,Tool Change / Wear,16,56,8.42
2025-06-01,CNC-101,Line A,Morning,Unplanned Breakdown,148,41,5.34
2025-04-12,CNC-301,Line C,Morning,Changeover / Setup,39,27,5.56
2025-06-19,CNC-201,Line B,Afternoon,Material Shortage,72,57,9.43
2025-12-03,CNC-301,Line C,Afternoon,Operator Break / Shift Change,20,30,6.77
2025-07-07,CNC-102,Line A,Afternoon,Preventive Maintenance,49,41,7.03
2025-10-28,CNC-301,Line C,Morning,Changeover / Setup,27,32,6.89
2025-01-11,CNC-102,Line A,Morning,Preventive Maintenance,45,35,9.13
2025-11-03,CNC-202,Line B,Afternoon,Preventive Maintenance,55,51,6.11
2025-10-08,CNC-202,Line B,Afternoon,Operator Break / Shift Change,11,51,5.63
2025-03-24,CNC-301,Line C,Afternoon,Changeover / Setup,29,28,7.51
2025-01-11,CNC-301,Line C,Night,Changeover / Setup,49,29,6.62
2025-12-04,CNC-202,Line B,Morning,Changeover / Setup,40,53,4.78
2025-03-26,CNC-101,Line A,Night,Operator Break / Shift Change,11,42,7.42
2025-12-21,CNC-301,Line C,Morning,Changeover / Setup,60,31,6.27
2025-10-01,CNC-301,Line C,Morning,Unplanned Breakdown,229,30,8.13
2025-11-03,CNC-102,Line A,Night,Operator Break / Shift Change,15,35,5.95
2025-10-08,CNC-301,Line C,Night,Changeover / Setup,39,30,4.78
2025-05-08,CNC-301,Line C,Afternoon,Unplanned Breakdown,172,30,4.5
2025-04-15,CNC-202,Line B,Night,Changeover / Setup,21,51,8.57
2025-03-23,CNC-301,Line C,Morning,Changeover / Setup,43,33,6.52
2025-05-21,CNC-201,Line B,Afternoon,Quality Hold / Inspection,48,55,8.0
2025-04-06,CNC-301,Line C,Afternoon,Operator Break / Shift Change,13,31,4.87
2025-04-07,CNC-201,Line B,Night,Unplanned Breakdown,94,58,7.71
2025-01-15,CNC-201,Line B,Afternoon,Quality Hold / Inspection,18,52,7.67
2025-11-23,CNC-201,Line B,Afternoon,Quality Hold / Inspection,30,54,7.26
2025-06-29,CNC-202,Line B,Night,Quality Hold / Inspection,20,53,7.52
2025-11-21,CNC-301,Line C,Morning,Unplanned Breakdown,88,31,8.17
2025-08-07,CNC-301,Line C,Afternoon,Quality Hold / Inspection,38,32,7.43
2025-05-24,CNC-201,Line B,Night,Changeover / Setup,60,57,4.92
2025-03-07,CNC-301,Line C,Night,Changeover / Setup,55,27,8.06
2025-02-21,CNC-102,Line A,Afternoon,Tool Change / Wear,25,38,6.06
2025-10-02,CNC-102,Line A,Morning,Changeover / Setup,23,40,5.82
2025-01-16,CNC-102,Line A,Night,Unplanned Breakdown,173,39,8.03
2025-10-27,CNC-102,Line A,Night,Unplanned Breakdown,104,41,8.04
2025-02-04,CNC-202,Line B,Night,Tool Change / Wear,16,48,8.46
2025-01-05,CNC-301,Line C,Afternoon,Preventive Maintenance,49,30,6.41
2025-12-06,CNC-201,Line B,Morning,Quality Hold / Inspection,42,58,6.34
2025-01-03,CNC-301,Line C,Night,Unplanned Breakdown,178,30,5.85
2025-03-29,CNC-101,Line A,Morning,Material Shortage,80,45,6.23
2025-07-18,CNC-301,Line C,Afternoon,Material Shortage,35,27,9.4
2025-04-10,CNC-101,Line A,Afternoon,Operator Break / Shift Change,18,40,6.57
2025-07-06,CNC-102,Line A,Night,Unplanned Breakdown,109,37,6.74
2025-10-20,CNC-102,Line A,Morning,Unplanned Breakdown,211,36,9.07
2025-08-29,CNC-102,Line A,Night,Changeover / Setup,32,37,6.22
2025-04-25,CNC-201,Line B,Morning,Operator Break / Shift Change,18,56,7.69
2025-04-13,CNC-202,Line B,Night,Material Shortage,35,51,8.82
2025-11-24,CNC-102,Line A,Night,Unplanned Breakdown,172,40,6.09
2025-04-21,CNC-102,Line A,Afternoon,Preventive Maintenance,83,41,6.12
2025-04-18,CNC-101,Line A,Morning,Preventive Maintenance,75,41,4.73
2025-01-03,CNC-101,Line A,Night,Material Shortage,40,43,5.97
2025-04-15,CNC-301,Line C,Morning,Unplanned Breakdown,87,27,7.12
2025-09-05,CNC-201,Line B,Afternoon,Operator Break / Shift Change,15,53,8.76
2025-01-21,CNC-201,Line B,Morning,Operator Break / Shift Change,19,54,4.97
2025-08-16,CNC-102,Line A,Afternoon,Preventive Maintenance,52,37,6.91
2025-02-17,CNC-201,Line B,Morning,Material Shortage,86,53,8.78
2025-03-18,CNC-201,Line B,Morning,Preventive Maintenance,53,56,8.92
2025-06-14,CNC-301,Line C,Night,Changeover / Setup,58,33,9.22
2025-07-27,CNC-201,Line B,Morning,Preventive Maintenance,63,57,9.32
2025-05-30,CNC-102,Line A,Night,Tool Change / Wear,31,38,4.5
2025-06-18,CNC-102,Line A,Afternoon,Operator Break / Shift Change,14,38,8.44
2025-10-08,CNC-201,Line B,Afternoon,Preventive Maintenance,90,58,6.95
2025-10-14,CNC-201,Line B,Morning,Operator Break / Shift Change,17,57,5.13
2025-06-15,CNC-202,Line B,Night,Material Shortage,38,49,9.44
2025-08-22,CNC-301,Line C,Night,Tool Change / Wear,39,32,7.38
2025-08-26,CNC-301,Line C,Morning,Unplanned Breakdown,227,33,7.51
2025-04-01,CNC-201,Line B,Night,Changeover / Setup,38,55,9.45
2025-12-21,CNC-102,Line A,Morning,Changeover / Setup,53,37,8.29
2025-02-01,CNC-301,Line C,Afternoon,Changeover / Setup,31,27,5.76
2025-04-08,CNC-101,Line A,Night,Quality Hold / Inspection,16,41,6.82
2025-04-07,CNC-301,Line C,Morning,Unplanned Breakdown,227,33,6.24
2025-04-06,CNC-101,Line A,Afternoon,Unplanned Breakdown,206,43,5.25
2025-06-22,CNC-201,Line B,Afternoon,Changeover / Setup,22,55,8.88
2025-07-29,CNC-102,Line A,Afternoon,Preventive Maintenance,67,37,9.32
2025-11-14,CNC-102,Line A,Afternoon,Material Shortage,63,38,7.46
2025-11-08,CNC-101,Line A,Morning,Quality Hold / Inspection,32,43,6.24
2025-09-09,CNC-301,Line C,Afternoon,Tool Change / Wear,34,33,5.77
2025-04-24,CNC-101,Line A,Night,Quality Hold / Inspection,41,44,7.0
2025-01-27,CNC-301,Line C,Morning,Tool Change / Wear,33,32,8.65
2025-03-08,CNC-202,Line B,Morning,Quality Hold / Inspection,36,53,5.23
2025-10-19,CNC-101,Line A,Night,Unplanned Breakdown,147,40,8.93
2025-09-14,CNC-301,Line C,Morning,Changeover / Setup,45,32,7.34
2025-01-05,CNC-102,Line A,Morning,Operator Break / Shift Change,17,36,5.82
2025-07-03,CNC-101,Line A,Morning,Changeover / Setup,55,44,5.59
2025-05-24,CNC-301,Line C,Afternoon,Tool Change / Wear,17,28,9.01
2025-06-22,CNC-101,Line A,Morning,Unplanned Breakdown,102,45,6.52
2025-06-03,CNC-102,Line A,Night,Changeover / Setup,58,39,8.97
2025-08-23,CNC-202,Line B,Afternoon,Material Shortage,111,50,8.63
2025-03-10,CNC-101,Line A,Night,Tool Change / Wear,35,43,7.38
2025-03-08,CNC-301,Line C,Morning,Preventive Maintenance,45,27,4.6
2025-09-25,CNC-301,Line C,Afternoon,Preventive Maintenance,48,27,8.02
2025-10-16,CNC-201,Line B,Night,Tool Change / Wear,43,53,8.11
2025-06-04,CNC-202,Line B,Morning,Changeover / Setup,60,51,6.9
2025-12-09,CNC-102,Line A,Afternoon,Operator Break / Shift Change,14,37,7.44
2025-09-11,CNC-301,Line C,Night,Tool Change / Wear,37,33,5.87
2025-08-05,CNC-101,Line A,Morning,Preventive Maintenance,48,42,4.99
2025-10-17,CNC-202,Line B,Night,Unplanned Breakdown,156,48,4.87
2025-06-05,CNC-202,Line B,Night,Changeover / Setup,45,50,6.95
2025-11-09,CNC-301,Line C,Afternoon,Material Shortage,54,33,4.85
2025-12-31,CNC-201,Line B,Night,Operator Break / Shift Change,11,53,8.31
2025-01-21,CNC-301,Line C,Morning,Material Shortage,61,28,7.78
2025-03-06,CNC-101,Line A,Afternoon,Unplanned Breakdown,117,40,5.27
2025-04-28,CNC-101,Line A,Night,Material Shortage,70,39,6.0
2025-03-30,CNC-102,Line A,Night,Preventive Maintenance,60,36,4.75
2025-12-10,CNC-201,Line B,Morning,Operator Break / Shift Change,20,55,8.52
2025-08-29,CNC-301,Line C,Morning,Preventive Maintenance,73,31,5.23
2025-07-29,CNC-101,Line A,Night,Preventive Maintenance,57,43,4.58
2025-06-27,CNC-102,Line A,Night,Tool Change / Wear,37,41,7.89
2025-05-06,CNC-202,Line B,Night,Quality Hold / Inspection,41,47,9.46
2025-09-10,CNC-102,Line A,Morning,Changeover / Setup,59,40,7.29
2025-02-27,CNC-202,Line B,Afternoon,Preventive Maintenance,74,53,7.95
2025-10-11,CNC-201,Line B,Morning,Preventive Maintenance,47,53,8.01
2025-12-09,CNC-201,Line B,Morning,Material Shortage,109,58,5.83
2025-10-22,CNC-202,Line B,Morning,Operator Break / Shift Change,19,51,7.38
2025-02-01,CNC-102,Line A,Morning,Tool Change / Wear,16,39,5.96
2025-10-23,CNC-201,Line B,Afternoon,Preventive Maintenance,90,58,5.52
2025-01-06,CNC-201,Line B,Night,Quality Hold / Inspection,34,58,7.69
2025-02-16,CNC-202,Line B,Morning,Tool Change / Wear,18,48,8.94
2025-02-18,CNC-201,Line B,Morning,Tool Change / Wear,23,58,9.42
2025-04-05,CNC-101,Line A,Afternoon,Operator Break / Shift Change,14,44,5.09
2025-10-19,CNC-301,Line C,Afternoon,Material Shortage,57,31,6.87
2025-12-20,CNC-102,Line A,Night,Preventive Maintenance,54,40,6.52
2025-11-23,CNC-202,Line B,Night,Operator Break / Shift Change,15,53,7.93
2025-11-27,CNC-102,Line A,Morning,Material Shortage,55,37,8.01
2025-01-14,CNC-102,Line A,Night,Preventive Maintenance,51,35,7.19
2025-06-19,CNC-301,Line C,Morning,Unplanned Breakdown,185,33,8.32
2025-02-15,CNC-201,Line B,Afternoon,Quality Hold / Inspection,38,52,7.87
2025-11-12,CNC-202,Line B,Night,Material Shortage,94,49,7.21
2025-07-31,CNC-102,Line A,Night,Unplanned Breakdown,187,40,5.5
2025-08-20,CNC-202,Line B,Morning,Preventive Maintenance,84,52,7.45
2025-07-09,CNC-202,Line B,Night,Tool Change / Wear,21,51,8.64
2025-08-16,CNC-101,Line A,Afternoon,Operator Break / Shift Change,13,42,6.45
2025-01-06,CNC-101,Line A,Night,Preventive Maintenance,45,44,8.1
2025-12-20,CNC-102,Line A,Night,Unplanned Breakdown,199,39,8.44
2025-04-23,CNC-101,Line A,Afternoon,Changeover / Setup,59,42,8.52
2025-07-23,CNC-202,Line B,Morning,Changeover / Setup,22,52,7.15
2025-11-02,CNC-201,Line B,Night,Material Shortage,118,58,5.1
2025-02-12,CNC-201,Line B,Morning,Tool Change / Wear,41,57,6.48
2025-07-19,CNC-102,Line A,Morning,Changeover / Setup,57,40,8.99
2025-07-08,CNC-202,Line B,Night,Material Shortage,44,50,5.78
2025-05-27,CNC-201,Line B,Afternoon,Quality Hold / Inspection,16,55,8.41
2025-11-26,CNC-101,Line A,Afternoon,Quality Hold / Inspection,23,45,7.47
2025-10-04,CNC-301,Line C,Night,Tool Change / Wear,28,27,7.13
2025-01-27,CNC-202,Line B,Morning,Preventive Maintenance,83,52,8.09
2025-02-15,CNC-301,Line C,Morning,Preventive Maintenance,65,31,5.61
2025-01-31,CNC-201,Line B,Night,Changeover / Setup,27,57,7.18
2025-11-18,CNC-102,Line A,Morning,Material Shortage,58,39,8.21
2025-11-17,CNC-201,Line B,Night,Unplanned Breakdown,146,55,7.01
2025-12-23,CNC-301,Line C,Afternoon,Material Shortage,118,30,8.16
2025-05-31,CNC-102,Line A,Afternoon,Changeover / Setup,28,36,8.16
2025-01-27,CNC-102,Line A,Night,Preventive Maintenance,54,36,5.13
2025-08-08,CNC-202,Line B,Morning,Preventive Maintenance,50,47,5.81
2025-01-30,CNC-102,Line A,Afternoon,Unplanned Breakdown,184,36,6.27
2025-02-28,CNC-202,Line B,Afternoon,Preventive Maintenance,77,48,9.03
2025-11-30,CNC-201,Line B,Night,Material Shortage,115,54,5.16
2025-06-07,CNC-101,Line A,Night,Tool Change / Wear,17,44,6.22
2025-07-06,CNC-202,Line B,Night,Quality Hold / Inspection,31,47,6.15
2025-01-17,CNC-102,Line A,Night,Changeover / Setup,46,41,7.85
2025-01-30,CNC-101,Line A,Night,Changeover / Setup,48,40,8.25
2025-02-09,CNC-102,Line A,Afternoon,Quality Hold / Inspection,27,40,5.69
2025-12-11,CNC-202,Line B,Night,Tool Change / Wear,18,48,9.01
2025-10-14,CNC-202,Line B,Morning,Preventive Maintenance,73,50,5.7
2025-08-11,CNC-202,Line B,Afternoon,Quality Hold / Inspection,45,49,4.55
2025-12-16,CNC-201,Line B,Morning,Tool Change / Wear,40,52,6.19
2025-02-12,CNC-101,Line A,Night,Tool Change / Wear,22,42,7.36
2025-08-06,CNC-202,Line B,Afternoon,Unplanned Breakdown,102,52,8.54
2025-11-03,CNC-201,Line B,Morning,Tool Change / Wear,31,53,8.33
2025-10-26,CNC-102,Line A,Morning,Operator Break / Shift Change,10,37,5.45
2025-02-04,CNC-102,Line A,Morning,Operator Break / Shift Change,19,40,8.52
2025-04-23,CNC-201,Line B,Night,Unplanned Breakdown,234,58,7.25
2025-09-15,CNC-202,Line B,Night,Tool Change / Wear,41,51,6.0
2025-06-17,CNC-101,Line A,Afternoon,Changeover / Setup,34,44,7.17
2025-01-26,CNC-201,Line B,Night,Changeover / Setup,34,57,4.84
2025-06-20,CNC-202,Line B,Night,Operator Break / Shift Change,15,47,8.96
2025-04-25,CNC-101,Line A,Night,Preventive Maintenance,77,45,7.96
2025-08-25,CNC-102,Line A,Morning,Unplanned Breakdown,119,37,8.56
2025-02-17,CNC-301,Line C,Morning,Unplanned Breakdown,210,28,8.57
2025-05-01,CNC-201,Line B,Morning,Preventive Maintenance,50,57,5.17
2025-05-02,CNC-202,Line B,Night,Preventive Maintenance,77,52,6.97
2025-06-17,CNC-102,Line A,Morning,Operator Break / Shift Change,15,39,6.0
2025-11-19,CNC-101,Line A,Night,Operator Break / Shift Change,18,40,8.9
2025-10-22,CNC-202,Line B,Afternoon,Changeover / Setup,53,47,5.98
2025-01-12,CNC-301,Line C,Night,Operator Break / Shift Change,13,30,5.1
2025-12-24,CNC-201,Line B,Afternoon,Quality Hold / Inspection,48,52,7.97
2025-08-28,CNC-301,Line C,Afternoon,Operator Break / Shift Change,18,28,5.71
2025-01-15,CNC-101,Line A,Night,Unplanned Breakdown,127,39,8.95
2025-02-12,CNC-301,Line C,Night,Unplanned Breakdown,215,33,6.26
2025-12-07,CNC-202,Line B,Night,Preventive Maintenance,72,49,7.34
2025-11-07,CNC-202,Line B,Night,Quality Hold / Inspection,21,53,5.12
2025-01-30,CNC-201,Line B,Afternoon,Preventive Maintenance,57,52,5.71
2025-06-04,CNC-201,Line B,Morning,Quality Hold / Inspection,46,53,4.77
2025-06-15,CNC-101,Line A,Afternoon,Operator Break / Shift Change,14,42,8.98
2025-03-19,CNC-102,Line A,Morning,Preventive Maintenance,85,39,5.41
2025-04-06,CNC-201,Line B,Night,Preventive Maintenance,71,55,7.32
2025-05-02,CNC-201,Line B,Morning,Quality Hold / Inspection,37,52,6.92
2025-02-04,CNC-301,Line C,Night,Preventive Maintenance,63,30,5.12
2025-07-29,CNC-202,Line B,Afternoon,Changeover / Setup,41,47,8.51
2025-04-19,CNC-102,Line A,Morning,Tool Change / Wear,18,38,5.66
2025-01-13,CNC-201,Line B,Morning,Changeover / Setup,33,57,8.08
2025-10-10,CNC-202,Line B,Night,Operator Break / Shift Change,18,50,9.2
2025-02-07,CNC-202,Line B,Morning,Tool Change / Wear,32,50,4.97
2025-06-17,CNC-102,Line A,Afternoon,Quality Hold / Inspection,50,36,5.97
2025-04-05,CNC-301,Line C,Afternoon,Tool Change / Wear,31,30,7.14
2025-07-13,CNC-202,Line B,Afternoon,Preventive Maintenance,49,49,7.86
2025-01-03,CNC-102,Line A,Night,Quality Hold / Inspection,21,38,5.89
2025-06-09,CNC-101,Line A,Afternoon,Unplanned Breakdown,220,40,8.67
2025-08-12,CNC-301,Line C,Morning,Quality Hold / Inspection,32,30,5.44
2025-09-21,CNC-102,Line A,Morning,Quality Hold / Inspection,44,38,5.66
2025-07-28,CNC-101,Line A,Night,Preventive Maintenance,89,40,7.58
2025-05-19,CNC-102,Line A,Morning,Material Shortage,49,36,9.16
2025-01-22,CNC-202,Line B,Morning,Unplanned Breakdown,181,50,5.8
2025-04-18,CNC-201,Line B,Night,Quality Hold / Inspection,40,52,6.0
2025-01-21,CNC-301,Line C,Afternoon,Preventive Maintenance,57,32,7.98
2025-09-14,CNC-102,Line A,Night,Changeover / Setup,24,37,6.0
2025-06-30,CNC-101,Line A,Afternoon,Changeover / Setup,55,45,7.6
2025-09-05,CNC-102,Line A,Night,Operator Break / Shift Change,17,36,7.01
2025-08-22,CNC-102,Line A,Morning,Tool Change / Wear,38,36,7.16
2025-09-15,CNC-101,Line A,Night,Unplanned Breakdown,144,45,6.19
2025-02-24,CNC-202,Line B,Night,Tool Change / Wear,36,47,5.86
2025-12-17,CNC-301,Line C,Afternoon,Tool Change / Wear,22,33,8.55
2025-07-22,CNC-201,Line B,Morning,Preventive Maintenance,54,58,7.41
2025-08-03,CNC-101,Line A,Afternoon,Unplanned Breakdown,200,41,5.69
2025-06-12,CNC-101,Line A,Morning,Quality Hold / Inspection,48,45,6.37
2025-01-24,CNC-102,Line A,Afternoon,Material Shortage,73,40,7.9
2025-11-19,CNC-102,Line A,Night,Quality Hold / Inspection,26,39,7.0
2025-11-13,CNC-301,Line C,Night,Material Shortage,44,31,7.88
2025-07-30,CNC-301,Line C,Morning,Quality Hold / Inspection,36,27,7.27
2025-12-19,CNC-201,Line B,Morning,Tool Change / Wear,17,54,6.07
2025-08-16,CNC-101,Line A,Night,Changeover / Setup,30,44,8.14
2025-10-05,CNC-202,Line B,Night,Operator Break / Shift Change,13,51,7.69
2025-05-04,CNC-102,Line A,Morning,Material Shortage,99,36,9.45
2025-11-01,CNC-301,Line C,Morning,Material Shortage,58,27,8.46
2025-09-21,CNC-202,Line B,Night,Changeover / Setup,43,50,5.42
2025-01-12,CNC-101,Line A,Night,Tool Change / Wear,38,41,4.79
2025-12-08,CNC-301,Line C,Afternoon,Material Shortage,52,33,5.41
2025-05-16,CNC-202,Line B,Night,Tool Change / Wear,24,52,8.21
2025-09-16,CNC-202,Line B,Morning,Preventive Maintenance,64,48,5.06
2025-04-19,CNC-301,Line C,Morning,Material Shortage,40,33,7.59
2025-10-10,CNC-101,Line A,Night,Unplanned Breakdown,69,40,4.63
2025-05-07,CNC-301,Line C,Morning,Operator Break / Shift Change,20,32,6.29
2025-02-28,CNC-102,Line A,Morning,Changeover / Setup,41,36,6.17
2025-12-01,CNC-202,Line B,Afternoon,Quality Hold / Inspection,32,52,6.3
2025-02-28,CNC-301,Line C,Afternoon,Quality Hold / Inspection,24,28,5.01
2025-10-19,CNC-301,Line C,Morning,Changeover / Setup,20,32,6.64
2025-01-31,CNC-201,Line B,Morning,Changeover / Setup,36,53,5.1
2025-03-24,CNC-202,Line B,Afternoon,Tool Change / Wear,19,47,6.47
2025-10-08,CNC-101,Line A,Morning,Material Shortage,49,44,7.7
2025-10-27,CNC-101,Line A,Night,Material Shortage,51,43,9.12
2025-12-14,CNC-201,Line B,Night,Operator Break / Shift Change,15,56,8.77
2025-10-08,CNC-102,Line A,Afternoon,Changeover / Setup,29,40,6.15
2025-11-23,CNC-102,Line A,Afternoon,Quality Hold / Inspection,24,37,6.88
2025-04-05,CNC-201,Line B,Afternoon,Preventive Maintenance,68,55,8.01
2025-09-29,CNC-301,Line C,Afternoon,Preventive Maintenance,49,33,8.42
2025-03-23,CNC-101,Line A,Afternoon,Unplanned Breakdown,84,39,5.95
2025-12-06,CNC-202,Line B,Afternoon,Material Shortage,41,47,7.07
2025-09-06,CNC-301,Line C,Night,Material Shortage,35,31,6.44
2025-10-09,CNC-202,Line B,Morning,Unplanned Breakdown,136,52,6.45
2025-05-19,CNC-101,Line A,Morning,Tool Change / Wear,42,45,4.56
2025-02-19,CNC-202,Line B,Morning,Quality Hold / Inspection,48,49,6.79
2025-07-16,CNC-301,Line C,Morning,Quality Hold / Inspection,40,33,7.45
2025-11-12,CNC-102,Line A,Afternoon,Operator Break / Shift Change,18,41,6.96
2025-04-06,CNC-101,Line A,Morning,Quality Hold / Inspection,48,42,5.08
2025-01-04,CNC-101,Line A,Morning,Unplanned Breakdown,235,41,8.71
2025-04-12,CNC-201,Line B,Morning,Preventive Maintenance,83,52,8.87
2025-10-28,CNC-202,Line B,Afternoon,Preventive Maintenance,66,52,8.03
2025-09-04,CNC-201,Line B,Afternoon,Operator Break / Shift Change,10,58,6.09
2025-05-20,CNC-101,Line A,Afternoon,Changeover / Setup,25,43,6.78
